13-12-2020 21:26:15.003 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 6956 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 21:58:33.476 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@2e52fb3e' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:58:33.480 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:58:33.485 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 21:58:33.930 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 21:58:33.951 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 21:58:33.952 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 21:58:33.953 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 21:58:34.299 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 21:58:34.300 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4143 ms
13-12-2020 21:58:34.928 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 21:58:35.062 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 21:58:35.488 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 21:58:35.806 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 21:58:36.068 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
13-12-2020 21:58:36.098 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 21:58:37.858 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 21:58:37.915 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 21:58:37.982 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 21:58:38.077 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Reader (class must be instantiated by Interceptor)
13-12-2020 21:58:38.145 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 21:58:38.272 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 21:58:49.480 INFO  [main] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
13-12-2020 21:58:49.501 INFO  [main] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
13-12-2020 21:58:52.306 INFO  [main] org.camunda.bpm.spring.boot - STARTER-SB040 Setting up jobExecutor with corePoolSize=3, maxPoolSize:10
13-12-2020 21:58:52.308 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'camundaTaskExecutor'
13-12-2020 21:58:52.456 INFO  [main] org.camunda.bpm.engine.cfg - ENGINE-12003 Plugin 'CompositeProcessEnginePlugin[genericPropertiesConfiguration, camundaProcessEngineConfiguration, camundaDatasourceConfiguration, camundaJpaConfiguration, camundaJobConfiguration, camundaHistoryConfiguration, camundaMetricsConfiguration, camundaAuthorizationConfiguration, camundaDeploymentConfiguration, failedJobConfiguration]' activated on process engine 'default'
13-12-2020 21:58:57.723 INFO  [main] org.camunda.bpm.spring.boot - STARTER-SB021 Auto-Deploying resources: []
13-12-2020 21:59:19.621 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'engine' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.engine.sql'
13-12-2020 21:59:29.305 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'history' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.history.sql'
13-12-2020 21:59:31.317 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'identity' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.identity.sql'
13-12-2020 21:59:35.503 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'case.engine' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.case.engine.sql'
13-12-2020 21:59:36.380 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'case.history' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.case.history.sql'
13-12-2020 21:59:37.208 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'decision.engine' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.decision.engine.sql'
13-12-2020 21:59:39.567 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03016 Performing database operation 'create' on component 'decision.history' with resource 'org/camunda/bpm/engine/db/create/activiti.mysql.create.decision.history.sql'
13-12-2020 21:59:39.608 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03067 No history level property found in database
13-12-2020 21:59:39.609 INFO  [main] org.camunda.bpm.engine.persistence - ENGINE-03065 Creating historyLevel property in database for level: HistoryLevelFull(name=full, id=3)
13-12-2020 21:59:39.791 INFO  [main] org.camunda.bpm.engine - ENGINE-00001 Process Engine default created.
13-12-2020 21:59:40.666 INFO  [main] o.c.b.s.b.s.w.f.LazyInitRegistration - lazy initialized org.camunda.bpm.spring.boot.starter.webapp.filter.LazyProcessEnginesFilter@573284a5
13-12-2020 21:59:40.921 INFO  [main] o.c.b.s.b.s.w.f.LazyInitRegistration - lazy initialized org.camunda.bpm.spring.boot.starter.webapp.filter.LazySecurityFilter@507b79f7
13-12-2020 21:59:41.257 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/api/auth/**', POST], []
13-12-2020 21:59:41.257 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/api/auth', PUT], []
13-12-2020 21:59:41.257 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/', GET], []
13-12-2020 21:59:41.258 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/**', GET], []
13-12-2020 21:59:41.258 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.html', GET], []
13-12-2020 21:59:41.258 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/favicon.ico', GET], []
13-12-2020 21:59:41.258 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.html', GET], []
13-12-2020 21:59:41.258 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
13-12-2020 21:59:41.259 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
13-12-2020 21:59:41.259 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/assets/**', GET], []
13-12-2020 21:59:41.373 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@56351c02, org.springframework.security.web.context.SecurityContextPersistenceFilter@7f53b345, org.springframework.security.web.header.HeaderWriterFilter@7df23848, org.springframework.web.filter.CorsFilter@51097500, org.springframework.security.web.authentication.logout.LogoutFilter@14d513ca, com.la.security.auth.TokenAuthenticationFilter@386f88b3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@71817f66, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4d4bac56, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@662e5590, org.springframework.security.web.session.SessionManagementFilter@703eead0, org.springframework.security.web.access.ExceptionTranslationFilter@44df834c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@38394e76]
13-12-2020 21:59:41.496 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
13-12-2020 21:59:41.564 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
13-12-2020 21:59:41.570 INFO  [main] com.la.LiteraryAssociationApp - Started LiteraryAssociationApp in 72.74 seconds (JVM running for 76.081)
13-12-2020 21:59:41.575 INFO  [main] org.camunda.bpm.engine.jobexecutor - ENGINE-14014 Starting up the JobExecutor[org.camunda.bpm.engine.spring.components.jobexecutor.SpringJobExecutor].
13-12-2020 21:59:41.578 INFO  [JobExecutor[org.camunda.bpm.engine.spring.components.jobexecutor.SpringJobExecutor]] org.camunda.bpm.engine.jobexecutor - ENGINE-14018 JobExecutor[org.camunda.bpm.engine.spring.components.jobexecutor.SpringJobExecutor] starting to acquire jobs
13-12-2020 22:20:32.812 INFO  [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
13-12-2020 22:20:32.820 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
13-12-2020 22:20:32.931 INFO  [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 111 ms
13-12-2020 22:29:04.854 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 12444 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 22:29:04.870 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 22:29:07.344 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 22:29:07.563 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 208ms. Found 13 JPA repository interfaces.
13-12-2020 22:29:08.187 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 22:29:08.187 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 22:29:08.187 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@27f1bbe0' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 22:29:08.203 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 22:29:08.219 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 22:29:08.578 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 22:29:08.594 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 22:29:08.594 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 22:29:08.594 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 22:29:08.859 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 22:29:08.859 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3895 ms
13-12-2020 22:29:09.468 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 22:29:09.625 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 22:29:09.843 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 22:29:09.999 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 22:29:10.203 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
13-12-2020 22:29:10.234 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 22:29:11.532 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 22:29:11.579 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 22:29:11.626 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 22:29:11.766 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 22:29:11.829 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 22:29:24.659 INFO  [main] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
13-12-2020 22:29:24.674 INFO  [main] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
13-12-2020 22:29:27.392 INFO  [main] org.camunda.bpm.spring.boot - STARTER-SB040 Setting up jobExecutor with corePoolSize=3, maxPoolSize:10
13-12-2020 22:29:27.392 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'camundaTaskExecutor'
13-12-2020 22:29:27.517 INFO  [main] org.camunda.bpm.engine.cfg - ENGINE-12003 Plugin 'CompositeProcessEnginePlugin[genericPropertiesConfiguration, camundaProcessEngineConfiguration, camundaDatasourceConfiguration, camundaJpaConfiguration, camundaJobConfiguration, camundaHistoryConfiguration, camundaMetricsConfiguration, camundaAuthorizationConfiguration, camundaDeploymentConfiguration, failedJobConfiguration]' activated on process engine 'default'
13-12-2020 22:29:32.761 INFO  [main] org.camunda.bpm.spring.boot - STARTER-SB021 Auto-Deploying resources: []
13-12-2020 22:29:40.720 INFO  [main] org.camunda.bpm.engine - ENGINE-00001 Process Engine default created.
13-12-2020 22:29:41.063 INFO  [main] o.c.b.s.b.s.w.f.LazyInitRegistration - lazy initialized org.camunda.bpm.spring.boot.starter.webapp.filter.LazySecurityFilter@100c567f
13-12-2020 22:29:41.063 INFO  [main] o.c.b.s.b.s.w.f.LazyInitRegistration - lazy initialized org.camunda.bpm.spring.boot.starter.webapp.filter.LazyProcessEnginesFilter@1de9d54
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/api/auth/**', POST], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/api/auth', PUT], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/**', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/*.html', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/favicon.ico', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.html', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
13-12-2020 22:29:41.266 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/assets/**', GET], []
13-12-2020 22:29:41.376 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@38c1b1a7, org.springframework.security.web.context.SecurityContextPersistenceFilter@3293030b, org.springframework.security.web.header.HeaderWriterFilter@37f627d0, org.springframework.web.filter.CorsFilter@73230721, org.springframework.security.web.authentication.logout.LogoutFilter@34d3409d, com.la.security.auth.TokenAuthenticationFilter@10bcbbce, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@391e2a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@263e512e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@27234b7c, org.springframework.security.web.session.SessionManagementFilter@3e24bab6, org.springframework.security.web.access.ExceptionTranslationFilter@21d48c40, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5b643d6e]
13-12-2020 22:29:41.516 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
13-12-2020 22:29:41.594 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
13-12-2020 22:29:41.594 INFO  [main] com.la.LiteraryAssociationApp - Started LiteraryAssociationApp in 37.884 seconds (JVM running for 41.258)
13-12-2020 22:29:41.610 INFO  [main] org.camunda.bpm.engine.jobexecutor - ENGINE-14014 Starting up the JobExecutor[org.camunda.bpm.engine.spring.components.jobexecutor.SpringJobExecutor].
13-12-2020 22:29:41.610 INFO  [JobExecutor[org.camunda.bpm.engine.spring.components.jobexecutor.SpringJobExecutor]] org.camunda.bpm.engine.jobexecutor - ENGINE-14018 JobExecutor[org.camunda.bpm.engine.spring.components.jobexecutor.SpringJobExecutor] starting to acquire jobs
13-12-2020 22:29:45.318 INFO  [http-nio-8080-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
13-12-2020 22:29:45.319 INFO  [http-nio-8080-exec-2] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
13-12-2020 22:29:45.339 INFO  [http-nio-8080-exec-2] o.s.web.servlet.DispatcherServlet - Completed initialization in 20 ms
13-12-2020 23:19:31.652 INFO  [main] com.la.LiteraryAssociationApp - Starting LiteraryAssociationApp on DESKTOP-S8EDMMJ with PID 8544 (C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend\target\classes started by Ika in C:\Users\Ika\Desktop\literary-association\literary-association\literary-association-backend)
13-12-2020 23:19:31.668 INFO  [main] com.la.LiteraryAssociationApp - No active profile set, falling back to default profiles: default
13-12-2020 23:19:33.074 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
13-12-2020 23:19:33.294 INFO  [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 194ms. Found 13 JPA repository interfaces.
13-12-2020 23:19:33.747 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 23:19:33.762 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 23:19:33.778 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@349d0836' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 23:19:33.778 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 23:19:33.778 INFO  [main] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13-12-2020 23:19:34.153 INFO  [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
13-12-2020 23:19:34.168 INFO  [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
13-12-2020 23:19:34.168 INFO  [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
13-12-2020 23:19:34.168 INFO  [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
13-12-2020 23:19:34.450 INFO  [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
13-12-2020 23:19:34.450 INFO  [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2657 ms
13-12-2020 23:19:34.965 INFO  [main] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
13-12-2020 23:19:35.074 INFO  [main] org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.12.Final
13-12-2020 23:19:35.293 INFO  [main] o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
13-12-2020 23:19:35.465 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
13-12-2020 23:19:35.652 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
13-12-2020 23:19:35.668 INFO  [main] org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
13-12-2020 23:19:36.699 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Editor (class must be instantiated by Interceptor)
13-12-2020 23:19:36.746 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Lector (class must be instantiated by Interceptor)
13-12-2020 23:19:36.777 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.BoardMember (class must be instantiated by Interceptor)
13-12-2020 23:19:36.918 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.WriterMembershipRequest (class must be instantiated by Interceptor)
13-12-2020 23:19:37.011 INFO  [main] org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.la.model.Writer (class must be instantiated by Interceptor)
13-12-2020 23:19:49.544 INFO  [main] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
13-12-2020 23:19:49.544 INFO  [main] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
13-12-2020 23:19:54.545 INFO  [main] org.camunda.bpm.spring.boot - STARTER-SB040 Setting up jobExecutor with corePoolSize=3, maxPoolSize:10
13-12-2020 23:19:54.560 INFO  [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'camundaTaskExecutor'
13-12-2020 23:19:54.807 INFO  [main] org.camunda.bpm.engine.cfg - ENGINE-12003 Plugin 'CompositeProcessEnginePlugin[genericPropertiesConfiguration, camundaProcessEngineConfiguration, camundaDatasourceConfiguration, camundaJpaConfiguration, camundaJobConfiguration, camundaHistoryConfiguration, camundaMetricsConfiguration, camundaAuthorizationConfiguration, camundaDeploymentConfiguration, failedJobConfiguration]' activated on process engine 'default'
13-12-2020 23:20:01.613 INFO  [main] org.camunda.bpm.spring.boot - STARTER-SB021 Auto-Deploying resources: []
13-12-2020 23:20:09.542 INFO  [main] org.camunda.bpm.engine - ENGINE-00001 Process Engine default created.
13-12-2020 23:20:09.757 INFO  [main] o.c.b.s.b.s.w.f.LazyInitRegistration - lazy initialized org.camunda.bpm.spring.boot.starter.webapp.filter.LazyProcessEnginesFilter@64b7225f
13-12-2020 23:20:09.884 INFO  [main] o.c.b.s.b.s.w.f.LazyInitRegistration - lazy initialized org.camunda.bpm.spring.boot.starter.webapp.filter.LazySecurityFilter@6e8a9c30
13-12-2020 23:20:10.128 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/api/auth/**', POST], []
13-12-2020 23:20:10.143 INFO  [main] o.s.s.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/api/auth', PUT], []
